gene_id	entrez_id	gene_name	gene_description	chr	mitocarta_evidence	impi_evidence	go_evidence	proteinatlas_evidence
ENSG00000116353	51102	MECR	mitochondrial trans-2-enoyl-CoA reductase	1	true	Known mitochondrial	true	true
ENSG00000172878	254042	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	2	true	Known mitochondrial	true	false
ENSG00000169519	196074	METTL15	methyltransferase like 15	11	true	Known mitochondrial	false	false
ENSG00000165792	64745	METTL17	methyltransferase like 17	14	true	Predicted mitochondrial	true	false
ENSG00000138382	29081	METTL5	methyltransferase like 5	2	true	Predicted NOT mitochondrial	false	false
ENSG00000123600	79828	METTL8	methyltransferase like 8	2	true	Known mitochondrial	false	false
ENSG00000168958	56947	MFF	mitochondrial fission factor	2	true	Known mitochondrial	true	true
ENSG00000171109	55669	MFN1	mitofusin 1	3	true	Known mitochondrial	true	true
ENSG00000116688	9927	MFN2	mitofusin 2	1	true	Known mitochondrial	true	false
ENSG00000137463	84709	MGARP	mitochondria localized glutamic acid rich protein	4	true	Known mitochondrial	true	true
ENSG00000125871	92667	MGME1	mitochondrial genome maintenance exonuclease 1	20	true	Known mitochondrial	true	true
ENSG00000008394	4257	MGST1	microsomal glutathione S-transferase 1	12	true	Predicted mitochondrial	true	true
ENSG00000143198	4259	MGST3	microsomal glutathione S-transferase 3	1	true	Known mitochondrial	false	false
ENSG00000107745	10367	MICU1	mitochondrial calcium uptake 1	10	true	Known mitochondrial	true	true
ENSG00000165487	221154	MICU2	mitochondrial calcium uptake 2	13	true	Known mitochondrial	true	true
ENSG00000100335		MIEF1	mitochondrial elongation factor 1	22	true	Known mitochondrial	true	true
ENSG00000173436	440574	MINOS1	mitochondrial inner membrane organizing system 1	1	true	Known mitochondrial	true	true
ENSG00000027001	4285	MIPEP	mitochondrial intermediate peptidase	13	true	Known mitochondrial	true	true
ENSG00000076242	4292	MLH1	mutL homolog 1	3	true	Predicted NOT mitochondrial	false	false
ENSG00000103150	23417	MLYCD	malonyl-CoA decarboxylase	16	true	Known mitochondrial	true	false
ENSG00000139428	326625	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type	12	true	Known mitochondrial	true	true
ENSG00000132763	25974	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	1	true	Predicted mitochondrial	false	false
ENSG00000168288	27249	MMADHC	methylmalonic aciduria and homocystinuria, cblD type	2	true	Known mitochondrial	true	false
ENSG00000124615	4337	MOCS1	molybdenum cofactor synthesis 1	6	true	Known mitochondrial	false	false
ENSG00000060762	51660	MPC1	mitochondrial pyruvate carrier 1	6	true	Known mitochondrial	true	true
ENSG00000238205	347411	MPC1L	mitochondrial pyruvate carrier 1 like	X	true		true	false
ENSG00000143158	25874	MPC2	mitochondrial pyruvate carrier 2	1	true	Known mitochondrial	true	false
ENSG00000128309	4357	MPST	mercaptopyruvate sulfurtransferase	22	true	Known mitochondrial	true	true
ENSG00000115204	4358	MPV17	MPV17, mitochondrial inner membrane protein	2	true	Known mitochondrial	true	false
ENSG00000156968		MPV17L	MPV17 mitochondrial inner membrane protein like	16	true	Predicted NOT mitochondrial	true	false
ENSG00000254858	84769	MPV17L2	MPV17 mitochondrial inner membrane protein like 2	19	true	Known mitochondrial	true	false
ENSG00000278619		MRM1	mitochondrial rRNA methyltransferase 1	17	true	Known mitochondrial	true	true
ENSG00000122687	29960	MRM2	mitochondrial rRNA methyltransferase 2	7	true	Known mitochondrial	true	false
ENSG00000171861	55178	MRM3	mitochondrial rRNA methyltransferase 3	17	true	Known mitochondrial	true	true
ENSG00000169288	65008	MRPL1	mitochondrial ribosomal protein L1	4	true	Known mitochondrial	true	true
ENSG00000159111	124995	MRPL10	mitochondrial ribosomal protein L10	17	true	Known mitochondrial	true	true
ENSG00000174547	65003	MRPL11	mitochondrial ribosomal protein L11	11	true	Known mitochondrial	true	true
ENSG00000262814	6182	MRPL12	mitochondrial ribosomal protein L12	17	true	Known mitochondrial	true	true
ENSG00000172172	28998	MRPL13	mitochondrial ribosomal protein L13	8	true	Known mitochondrial	true	false
ENSG00000180992	64928	MRPL14	mitochondrial ribosomal protein L14	6	true	Known mitochondrial	true	true
ENSG00000137547	29088	MRPL15	mitochondrial ribosomal protein L15	8	true	Known mitochondrial	true	false
ENSG00000166902	54948	MRPL16	mitochondrial ribosomal protein L16	11	true	Known mitochondrial	true	false
ENSG00000158042	63875	MRPL17	mitochondrial ribosomal protein L17	11	true	Known mitochondrial	true	false
ENSG00000112110	29074	MRPL18	mitochondrial ribosomal protein L18	6	true	Known mitochondrial	true	false
ENSG00000115364	9801	MRPL19	mitochondrial ribosomal protein L19	2	true	Known mitochondrial	true	true
ENSG00000112651	51069	MRPL2	mitochondrial ribosomal protein L2	6	true	Known mitochondrial	true	true
ENSG00000242485	55052	MRPL20	mitochondrial ribosomal protein L20	1	true	Known mitochondrial	true	true
ENSG00000197345	219927	MRPL21	mitochondrial ribosomal protein L21	11	true	Known mitochondrial	true	true
ENSG00000082515	29093	MRPL22	mitochondrial ribosomal protein L22	5	true	Known mitochondrial	true	true
ENSG00000214026	6150	MRPL23	mitochondrial ribosomal protein L23	11	true	Known mitochondrial	true	true
ENSG00000143314	79590	MRPL24	mitochondrial ribosomal protein L24	1	true	Known mitochondrial	true	false
ENSG00000108826	51264	MRPL27	mitochondrial ribosomal protein L27	17	true	Known mitochondrial	true	false
ENSG00000086504	10573	MRPL28	mitochondrial ribosomal protein L28	16	true	Known mitochondrial	true	true
ENSG00000114686	11222	MRPL3	mitochondrial ribosomal protein L3	3	true	Known mitochondrial	true	false
ENSG00000185414	51263	MRPL30	mitochondrial ribosomal protein L30	2	true	Known mitochondrial	true	false
ENSG00000106591	64983	MRPL32	mitochondrial ribosomal protein L32	7	true	Known mitochondrial	true	false
ENSG00000243147	9553	MRPL33	mitochondrial ribosomal protein L33	2	true	Known mitochondrial	true	false
ENSG00000130312	64981	MRPL34	mitochondrial ribosomal protein L34	19	true	Known mitochondrial	true	false
ENSG00000132313	51318	MRPL35	mitochondrial ribosomal protein L35	2	true	Known mitochondrial	true	false
ENSG00000171421	64979	MRPL36	mitochondrial ribosomal protein L36	5	true	Known mitochondrial	true	true
ENSG00000116221	51253	MRPL37	mitochondrial ribosomal protein L37	1	true	Known mitochondrial	true	true
ENSG00000204316	64978	MRPL38	mitochondrial ribosomal protein L38	17	true	Known mitochondrial	true	true
ENSG00000154719	54148	MRPL39	mitochondrial ribosomal protein L39	21	true	Known mitochondrial	true	false
ENSG00000105364	51073	MRPL4	mitochondrial ribosomal protein L4	19	true	Known mitochondrial	true	false
ENSG00000185608	64976	MRPL40	mitochondrial ribosomal protein L40	22	true	Known mitochondrial	true	true
ENSG00000182154	64975	MRPL41	mitochondrial ribosomal protein L41	9	true	Known mitochondrial	true	true
ENSG00000198015	28977	MRPL42	mitochondrial ribosomal protein L42	12	true	Known mitochondrial	true	true
ENSG00000055950	84545	MRPL43	mitochondrial ribosomal protein L43	10	true	Known mitochondrial	true	true
ENSG00000135900	65080	MRPL44	mitochondrial ribosomal protein L44	2	true	Known mitochondrial	true	true
ENSG00000278845	84311	MRPL45	mitochondrial ribosomal protein L45	17	true	Known mitochondrial	true	true
ENSG00000259494	26589	MRPL46	mitochondrial ribosomal protein L46	15	true	Known mitochondrial	true	true
ENSG00000136522	57129	MRPL47	mitochondrial ribosomal protein L47	3	true	Known mitochondrial	true	true
ENSG00000175581	51642	MRPL48	mitochondrial ribosomal protein L48	11	true	Known mitochondrial	true	false
ENSG00000149792	740	MRPL49	mitochondrial ribosomal protein L49	11	true	Known mitochondrial	true	false
ENSG00000136897	54534	MRPL50	mitochondrial ribosomal protein L50	9	true	Known mitochondrial	true	false
ENSG00000111639	51258	MRPL51	mitochondrial ribosomal protein L51	12	true	Known mitochondrial	true	true
ENSG00000172590	122704	MRPL52	mitochondrial ribosomal protein L52	14	true	Known mitochondrial	true	true
ENSG00000204822	116540	MRPL53	mitochondrial ribosomal protein L53	2	true	Known mitochondrial	true	false
ENSG00000183617	116541	MRPL54	mitochondrial ribosomal protein L54	19	true	Known mitochondrial	true	true
ENSG00000162910	128308	MRPL55	mitochondrial ribosomal protein L55	1	true	Known mitochondrial	true	false
ENSG00000173141	78988	MRPL57	mitochondrial ribosomal protein L57	13	true	Known mitochondrial	true	true
ENSG00000167862	3396	MRPL58	mitochondrial ribosomal protein L58	17	true	Known mitochondrial	true	true
ENSG00000143436	65005	MRPL9	mitochondrial ribosomal protein L9	1	true	Known mitochondrial	true	true
ENSG00000048544	55173	MRPS10	mitochondrial ribosomal protein S10	6	true	Known mitochondrial	true	true
ENSG00000181991	64963	MRPS11	mitochondrial ribosomal protein S11	15	true	Known mitochondrial	true	true
ENSG00000128626		MRPS12	mitochondrial ribosomal protein S12	19	true	Known mitochondrial	true	false
ENSG00000120333	63931	MRPS14	mitochondrial ribosomal protein S14	1	true	Known mitochondrial	true	true
ENSG00000116898	64960	MRPS15	mitochondrial ribosomal protein S15	1	true	Known mitochondrial	true	true
ENSG00000182180	51021	MRPS16	mitochondrial ribosomal protein S16	10	true	Known mitochondrial	true	true
ENSG00000239789	51373	MRPS17	mitochondrial ribosomal protein S17	7	true	Known mitochondrial	true	false
ENSG00000096080	55168	MRPS18A	mitochondrial ribosomal protein S18A	6	true	Known mitochondrial	true	false
ENSG00000204568		MRPS18B	mitochondrial ribosomal protein S18B	6	true	Known mitochondrial	true	true
ENSG00000163319	51023	MRPS18C	mitochondrial ribosomal protein S18C	4	true	Known mitochondrial	true	false
ENSG00000122140	51116	MRPS2	mitochondrial ribosomal protein S2	9	true	Known mitochondrial	true	true
ENSG00000266472	54460	MRPS21	mitochondrial ribosomal protein S21	1	true	Known mitochondrial	true	true
ENSG00000175110	56945	MRPS22	mitochondrial ribosomal protein S22	3	true	Known mitochondrial	true	true
ENSG00000181610	51649	MRPS23	mitochondrial ribosomal protein S23	17	true	Known mitochondrial	true	true
ENSG00000062582	64951	MRPS24	mitochondrial ribosomal protein S24	7	true	Known mitochondrial	true	false
ENSG00000131368	64432	MRPS25	mitochondrial ribosomal protein S25	3	true	Known mitochondrial	true	true
ENSG00000125901	64949	MRPS26	mitochondrial ribosomal protein S26	20	true	Known mitochondrial	true	true
ENSG00000113048	23107	MRPS27	mitochondrial ribosomal protein S27	5	true	Known mitochondrial	true	false
ENSG00000147586	28957	MRPS28	mitochondrial ribosomal protein S28	8	true	Known mitochondrial	true	true
ENSG00000112996	10884	MRPS30	mitochondrial ribosomal protein S30	5	true	Known mitochondrial	true	false
ENSG00000102738	10240	MRPS31	mitochondrial ribosomal protein S31	13	true	Known mitochondrial	true	true
ENSG00000090263	51650	MRPS33	mitochondrial ribosomal protein S33	7	true	Known mitochondrial	true	false
ENSG00000074071	65993	MRPS34	mitochondrial ribosomal protein S34	16	true	Known mitochondrial	true	true
ENSG00000061794	60488	MRPS35	mitochondrial ribosomal protein S35	12	true	Known mitochondrial	true	true
ENSG00000134056		MRPS36	mitochondrial ribosomal protein S36	5	true	Known mitochondrial	true	true
ENSG00000144029	64969	MRPS5	mitochondrial ribosomal protein S5	2	true	Known mitochondrial	true	true
ENSG00000243927	64968	MRPS6	mitochondrial ribosomal protein S6	21	true	Known mitochondrial	true	false
ENSG00000125445	51081	MRPS7	mitochondrial ribosomal protein S7	17	true	Known mitochondrial	true	true
ENSG00000135972	64965	MRPS9	mitochondrial ribosomal protein S9	2	true	Known mitochondrial	true	true
ENSG00000148187	92399	MRRF	mitochondrial ribosome recycling factor	9	true	Known mitochondrial	true	false
ENSG00000124532	57380	MRS2	MRS2, magnesium transporter	6	true	Known mitochondrial	true	false
ENSG00000175806	4482	MSRA	methionine sulfoxide reductase A	8	true	Known mitochondrial	true	false
ENSG00000148450	22921	MSRB2	methionine sulfoxide reductase B2	10	true	Known mitochondrial	true	false
ENSG00000174099	253827	MSRB3	methionine sulfoxide reductase B3	12	true	Known mitochondrial	true	false
ENSG00000198899	4508	MT-ATP6	mitochondrially encoded ATP synthase membrane subunit 6	MT	true	Known mitochondrial	true	false
ENSG00000228253	4509	MT-ATP8	mitochondrially encoded ATP synthase membrane subunit 8	MT	true	Known mitochondrial	true	false
ENSG00000198804	4512	MT-CO1	mitochondrially encoded cytochrome c oxidase I	MT	true	Known mitochondrial	true	true
ENSG00000198712	4513	MT-CO2	mitochondrially encoded cytochrome c oxidase II	MT	true	Known mitochondrial	true	false
ENSG00000198938	4514	MT-CO3	mitochondrially encoded cytochrome c oxidase III	MT	true	Known mitochondrial	true	false
ENSG00000198727	4519	MT-CYB	mitochondrially encoded cytochrome b	MT	true	Known mitochondrial	true	true
ENSG00000198888	4535	MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1	MT	true	Known mitochondrial	true	false
ENSG00000198763	4536	MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	MT	true	Known mitochondrial	true	false
ENSG00000198840	4537	MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	MT	true	Known mitochondrial	true	false
ENSG00000198886	4538	MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	MT	true	Known mitochondrial	true	false
ENSG00000212907	4539	MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	MT	true	Known mitochondrial	true	true
ENSG00000198786	4540	MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	MT	true	Known mitochondrial	true	false
ENSG00000198695	4541	MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	MT	true	Known mitochondrial	true	false
ENSG00000137409	23787	MTCH1	mitochondrial carrier 1	6	true	Known mitochondrial	true	false
ENSG00000109919	23788	MTCH2	mitochondrial carrier 2	11	true	Known mitochondrial	true	true
ENSG00000214827	4515	MTCP1	mature T cell proliferation 1	X	true	Predicted mitochondrial	false	false
ENSG00000127989	7978	MTERF1	mitochondrial transcription termination factor 1	7	true	Known mitochondrial	true	true
ENSG00000120832	80298	MTERF2	mitochondrial transcription termination factor 2	12	true	Known mitochondrial	true	false
ENSG00000156469	51001	MTERF3	mitochondrial transcription termination factor 3	8	true	Known mitochondrial	true	true
ENSG00000122085	130916	MTERF4	mitochondrial transcription termination factor 4	2	true	Known mitochondrial	true	true
ENSG00000103707	123263	MTFMT	mitochondrial methionyl-tRNA formyltransferase	15	true	Known mitochondrial	true	false
ENSG00000242114	51537	MTFP1	mitochondrial fission process 1	22	true	Known mitochondrial	true	true
ENSG00000066855	9650	MTFR1	mitochondrial fission regulator 1	8	true	Known mitochondrial	true	true
ENSG00000117640	56181	MTFR1L	mitochondrial fission regulator 1 like	1	true	Known mitochondrial	true	true
ENSG00000148824	92170	MTG1	mitochondrial ribosome associated GTPase 1	10	true	Known mitochondrial	true	true
ENSG00000101181	26164	MTG2	mitochondrial ribosome associated GTPase 2	20	true	Known mitochondrial	true	false
ENSG00000100714	4522	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	14	true	Predicted mitochondrial	true	false
ENSG00000120254	25902	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	6	true	Known mitochondrial	true	true
ENSG00000065911	10797	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	2	true	Known mitochondrial	true	false
ENSG00000163738	441024	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	4	true	Known mitochondrial	true	false
ENSG00000136371	10588	MTHFS	methenyltetrahydrofolate synthetase	15	true	Known mitochondrial	true	false
ENSG00000085760	4528	MTIF2	mitochondrial translational initiation factor 2	2	true	Known mitochondrial	true	true
ENSG00000122033	219402	MTIF3	mitochondrial translational initiation factor 3	13	true	Known mitochondrial	true	true
ENSG00000135297	25821	MTO1	mitochondrial tRNA translation optimization 1	6	true	Known mitochondrial	true	false
ENSG00000107951	55149	MTPAP	mitochondrial poly(A) polymerase	10	true	Known mitochondrial	true	true
ENSG00000120662	9617	MTRF1	mitochondrial translation release factor 1	13	true	Known mitochondrial	true	false
ENSG00000112031	54516	MTRF1L	mitochondrial translational release factor 1 like	6	true	Known mitochondrial	true	false
ENSG00000173171	4580	MTX1	metaxin 1	1	true	Known mitochondrial	true	true
ENSG00000128654	10651	MTX2	metaxin 2	2	true	Known mitochondrial	true	true
ENSG00000090432	79594	MUL1	mitochondrial E3 ubiquitin protein ligase 1	1	true	Known mitochondrial	true	true
ENSG00000146085	4594	MUT	methylmalonyl-CoA mutase	6	true	Known mitochondrial	true	true
ENSG00000132781	4595	MUTYH	mutY DNA glycosylase	1	true	Predicted mitochondrial	true	false
ENSG00000152620	133686	NADK2	NAD kinase 2, mitochondrial	5	true	Known mitochondrial	true	false
ENSG00000161653	162417	NAGS	N-acetylglutamate synthase	17	true	Known mitochondrial	true	true
ENSG00000137513	79731	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial	11	true	Known mitochondrial	true	true
ENSG00000213995	55739	NAXD	NAD(P)HX dehydratase	13	true	Known mitochondrial	true	false
ENSG00000163382	128240	NAXE	NAD(P)HX epimerase	1	true	Known mitochondrial	true	false
ENSG00000188554	4077	NBR1	NBR1, autophagy cargo receptor	17	true	Known mitochondrial	true	false
ENSG00000144959	57552	NCEH1	neutral cholesterol ester hydrolase 1	3	true	Predicted NOT mitochondrial	false	false
ENSG00000266412	8031	NCOA4	nuclear receptor coactivator 4	10	true	Predicted NOT mitochondrial	false	false
ENSG00000125356	4694	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	X	true	Known mitochondrial	true	true
ENSG00000130414		NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	2	true	Known mitochondrial	true	true
ENSG00000174886	126328	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	19	true	Known mitochondrial	true	false
ENSG00000184752	55967	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	12	true	Known mitochondrial	true	true
ENSG00000186010	51079	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	19	true	Known mitochondrial	true	true
ENSG00000131495	4695	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	5	true	Known mitochondrial	true	false
ENSG00000170906		NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	19	true	Known mitochondrial	true	false
ENSG00000189043	4697	NDUFA4	NDUFA4, mitochondrial complex associated	7	true	Known mitochondrial	true	true
ENSG00000128609	4698	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	7	true	Known mitochondrial	true	false
ENSG00000184983		NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	22	true	Known mitochondrial	true	false
ENSG00000119421	4702	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	9	true	Known mitochondrial	true	true
ENSG00000139180	4704	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	12	true	Known mitochondrial	true	true
ENSG00000004779	4706	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	16	true	Known mitochondrial	true	true
ENSG00000137806	51103	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	15	true	Known mitochondrial	true	false
ENSG00000164182	91942	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	5	true	Known mitochondrial	true	true
ENSG00000178057	25915	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	3	true	Known mitochondrial	true	false
ENSG00000123545	29078	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	6	true	Known mitochondrial	true	true
ENSG00000101247	79133	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	20	true	Known mitochondrial	true	false
ENSG00000156170	137682	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	8	true	Known mitochondrial	true	false
ENSG00000003509	55471	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	2	true	Known mitochondrial	true	false
ENSG00000224877	284184	NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8	17	true	Predicted mitochondrial	true	true
ENSG00000183648	4707	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	14	true	Known mitochondrial	true	true
ENSG00000140990	4716	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	16	true	Known mitochondrial	true	false
ENSG00000147123	54539	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	X	true	Known mitochondrial	true	true
ENSG00000090266	4708	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	7	true	Known mitochondrial	true	false
ENSG00000119013	4709	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	2	true	Known mitochondrial	true	false
ENSG00000065518	4710	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	3	true	Known mitochondrial	true	true
ENSG00000136521	4711	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	3	true	Known mitochondrial	true	true
ENSG00000165264	4712	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	9	true	Known mitochondrial	true	true
ENSG00000099795	4713	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	19	true	Known mitochondrial	true	false
ENSG00000166136	4714	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	10	true	Known mitochondrial	true	true
ENSG00000147684	4715	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	8	true	Known mitochondrial	true	true
ENSG00000109390	4717	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	4	true	Known mitochondrial	true	true
ENSG00000151366	4718	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	11	true	Known mitochondrial	true	true
ENSG00000023228		NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	2	true	Known mitochondrial	true	true
ENSG00000158864	4720	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	1	true	Known mitochondrial	true	true
ENSG00000213619	4722	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	11	true	Known mitochondrial	true	true
ENSG00000164258	4724	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	5	true	Known mitochondrial	true	true
ENSG00000168653	4725	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	1	true	Known mitochondrial	true	false
ENSG00000145494	4726	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	5	true	Known mitochondrial	true	false
ENSG00000115286	374291	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	19	true	Known mitochondrial	true	false
ENSG00000110717	4728	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	11	true	Known mitochondrial	true	true
ENSG00000167792	4723	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	11	true	Known mitochondrial	true	true
ENSG00000178127	4729	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	18	true	Known mitochondrial	true	true
ENSG00000160194	4731	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	21	true	Known mitochondrial	true	true
ENSG00000204099		NEU4	neuraminidase 4	2	true	Known mitochondrial	false	false
ENSG00000244005	9054	NFS1	NFS1, cysteine desulfurase	20	true	Known mitochondrial	true	false
ENSG00000169599	27247	NFU1	NFU1 iron-sulfur cluster scaffold	2	true	Known mitochondrial	true	false
ENSG00000182768	51335	NGRN	neugrin, neurite outgrowth associated	15	true	Known mitochondrial	false	false
ENSG00000196290	60491	NIF3L1	NGG1 interacting factor 3 like 1	2	true	Known mitochondrial	true	false
ENSG00000184117	8508	NIPSNAP1	nipsnap homolog 1	22	true	Known mitochondrial	true	false
ENSG00000146729	2631	NIPSNAP2	nipsnap homolog 2	7	true	Known mitochondrial	true	true
ENSG00000136783	25934	NIPSNAP3A	nipsnap homolog 3A	9	true	Known mitochondrial	true	false
ENSG00000165028	55335	NIPSNAP3B	nipsnap homolog 3B	9	true	Predicted mitochondrial	true	false
ENSG00000158793	4817	NIT1	nitrilase 1	1	true	Known mitochondrial	true	false
ENSG00000114021	56954	NIT2	nitrilase family member 2	3	true	Predicted mitochondrial	false	false
ENSG00000123213		NLN	neurolysin	5	true	Known mitochondrial	true	true
ENSG00000160703	79671	NLRX1	NLR family member X1	11	true	Known mitochondrial	true	true
ENSG00000103024	4832	NME3	NME/NM23 nucleoside diphosphate kinase 3	16	true	Known mitochondrial	false	false
ENSG00000103202	4833	NME4	NME/NM23 nucleoside diphosphate kinase 4	16	true	Known mitochondrial	true	true
ENSG00000172113	10201	NME6	NME/NM23 nucleoside diphosphate kinase 6	3	true	Known mitochondrial	true	false
ENSG00000163864	349565	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	3	true	Known mitochondrial	true	true
ENSG00000112992	23530	NNT	nicotinamide nucleotide transhydrogenase	5	true	Known mitochondrial	true	true
ENSG00000084092	84273	NOA1	nitric oxide associated 1	4	true	Known mitochondrial	true	true
ENSG00000078618	4898	NRDC	nardilysin convertase	1	true	Predicted NOT mitochondrial	true	false
ENSG00000178694	63899	NSUN3	NOP2/Sun RNA methyltransferase family member 3	3	true	Known mitochondrial	true	false
ENSG00000117481	387338	NSUN4	NOP2/Sun RNA methyltransferase family member 4	1	true	Known mitochondrial	true	false
ENSG00000125458	30833	NT5C	5', 3'-nucleotidase, cytosolic	17	true	Predicted NOT mitochondrial	false	false
ENSG00000168268	64943	NT5DC2	5'-nucleotidase domain containing 2	3	true	Known mitochondrial	false	false
ENSG00000111696	51559	NT5DC3	5'-nucleotidase domain containing 3	12	true	Known mitochondrial	false	true
ENSG00000205309	56953	NT5M	5',3'-nucleotidase, mitochondrial	17	true	Known mitochondrial	true	false
ENSG00000065057	4913	NTHL1	nth like DNA glycosylase 1	16	true	Predicted NOT mitochondrial	true	false
ENSG00000151413	80224	NUBPL	nucleotide binding protein like	14	true	Known mitochondrial	true	true
ENSG00000070081	4925	NUCB2	nucleobindin 2	11	true	Known mitochondrial	false	false
ENSG00000166321	25961	NUDT13	nudix hydrolase 13	10	true	Known mitochondrial	true	false
ENSG00000213965	390916	NUDT19	nudix hydrolase 19	19	true	Known mitochondrial	false	false
ENSG00000164978	318	NUDT2	nudix hydrolase 2	9	true	Predicted mitochondrial	true	false
ENSG00000165609	11164	NUDT5	nudix hydrolase 5	10	true	Predicted NOT mitochondrial	false	false
ENSG00000170917	11162	NUDT6	nudix hydrolase 6	4	true	Known mitochondrial	true	false
ENSG00000167799	254552	NUDT8	nudix hydrolase 8	11	true	Known mitochondrial	false	false
ENSG00000170502	53343	NUDT9	nudix hydrolase 9	4	true	Known mitochondrial	true	false
ENSG00000065154	4942	OAT	ornithine aminotransferase	10	true	Known mitochondrial	true	true
ENSG00000154358	84033	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	1	true	Predicted NOT mitochondrial	false	false
ENSG00000109180	54940	OCIAD1	OCIA domain containing 1	4	true	Known mitochondrial	false	true
ENSG00000145247	132299	OCIAD2	OCIA domain containing 2	4	true	Known mitochondrial	false	true
ENSG00000105953	4967	OGDH	oxoglutarate dehydrogenase	7	true	Known mitochondrial	true	true
ENSG00000197444	55753	OGDHL	oxoglutarate dehydrogenase like	10	true	Known mitochondrial	true	false
ENSG00000114026	4968	OGG1	8-oxoguanine DNA glycosylase	3	true	Known mitochondrial	true	false
ENSG00000162600	115209	OMA1	OMA1 zinc metallopeptidase	1	true	Known mitochondrial	true	true
ENSG00000198836	4976	OPA1	OPA1, mitochondrial dynamin like GTPase	3	true	Known mitochondrial	true	true
ENSG00000125741	80207	OPA3	OPA3, outer mitochondrial membrane lipid metabolism regulator	19	true	Known mitochondrial	true	false
ENSG00000141447	114876	OSBPL1A	oxysterol binding protein like 1A	18	true	Predicted NOT mitochondrial	false	false
ENSG00000128694	64172	OSGEPL1	O-sialoglycoprotein endopeptidase like 1	2	true	Known mitochondrial	true	true
